weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,wind.gust,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,rain.1h,main.sea_level,main.grnd_level,message
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737579.0,3600.0,2644037.0,Llangefni,200,-4.3106,53.2556,291.04,290.84,288.51,292.1,1009.0,75.0,5.66,240.0,,75.0,1.0,1432.0,GB,1627705943.0,1627762482.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737579.0,36000.0,2155562.0,Nelson Bay,200,152.15,-32.7167,286.24,285.41,284.18,290.2,1011.0,69.0,4.12,16.0,5.31,0.0,1.0,9605.0,AU,1627677755.0,1627715570.0,,1011.0,1011.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737579.0,28800.0,1695546.0,Pandan,200,124.1694,14.0453,301.71,306.51,301.71,301.71,1008.0,79.0,5.34,220.0,8.96,100.0,,,PH,1627680422.0,1627726334.0,,1008.0,1008.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,8568.0,1627737579.0,39600.0,2121385.0,Severo-Kuril'sk,200,156.125,50.6789,284.9,284.64,284.9,284.9,1010.0,96.0,1.91,125.0,3.22,100.0,,,RU,1627754509.0,1627809704.0,,1010.0,1009.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737579.0,-10800.0,3381041.0,Mana,200,-53.7767,5.6592,301.25,304.58,301.25,301.25,1016.0,74.0,1.5,119.0,2.5,5.0,,,GF,1627723826.0,1627768342.0,,1016.0,1016.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737579.0,19800.0,1260488.0,Panhāla,200,74.1167,16.8167,294.17,294.65,294.17,294.17,1010.0,89.0,6.68,265.0,13.05,85.0,,,IN,1627692196.0,1627738585.0,,1010.0,919.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737579.0,25200.0,1489822.0,Tegul'det,200,88.1667,57.3064,292.99,292.67,292.99,292.99,1014.0,63.0,1.64,179.0,1.82,48.0,,,RU,1627682529.0,1627741508.0,,1014.0,999.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737580.0,0.0,2303611.0,Esim,200,-2.2405,4.8699,300.62,302.72,300.62,300.62,1015.0,69.0,4.54,206.0,4.87,60.0,,,GH,1627711519.0,1627755912.0,,1015.0,1013.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737580.0,-14400.0,5983720.0,Iqaluit,200,-68.5145,63.7506,286.87,285.6,286.87,287.0,1010.0,50.0,3.58,80.0,,90.0,2.0,47658.0,CA,1627717359.0,1627781883.0,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627737581.0,-39600.0,4036284.0,Alofi,200,-169.9187,-19.0595,299.09,300.06,299.09,299.09,1007.0,89.0,5.14,350.0,,100.0,1.0,7306.0,NU,1627753690.0,1627794224.0,0.11,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737581.0,-10800.0,3466980.0,Caravelas,200,-39.2481,-17.7125,295.22,295.05,295.22,295.22,1028.0,60.0,5.73,164.0,8.31,100.0,,,BR,1627722222.0,1627762973.0,,1028.0,1027.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737581.0,18000.0,1179515.0,Duki,200,68.5728,30.1541,309.41,308.76,309.41,309.41,997.0,26.0,6.94,210.0,5.98,35.0,,,PK,1627692221.0,1627741221.0,,997.0,885.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737400.0,-14400.0,3571592.0,Rock Sound,200,-76.2,24.9,301.5,304.82,301.5,301.5,1019.0,72.0,3.91,125.0,3.96,47.0,,,BS,1627727529.0,1627775402.0,,1019.0,1018.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737581.0,10800.0,686090.0,Asău,200,26.4,46.4333,302.59,303.68,302.57,306.7,1008.0,52.0,1.11,160.0,3.41,27.0,2.0,2033571.0,RO,1627700053.0,1627753631.0,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627737144.0,36000.0,2172880.0,Byron Bay,200,153.6167,-28.65,288.14,287.94,287.52,289.21,1017.0,86.0,6.26,345.0,9.66,0.0,2.0,2032240.0,AU,1627676970.0,1627715652.0,0.27,1017.0,1016.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737582.0,10800.0,64013.0,Bosaso,200,49.1816,11.2842,304.73,307.69,304.73,304.73,1006.0,54.0,3.71,333.0,3.85,99.0,,,SO,1627698655.0,1627744095.0,,1006.0,1004.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737582.0,18000.0,610091.0,Chingirlau,200,54.0814,51.095,307.55,305.54,307.55,307.55,1008.0,20.0,5.89,278.0,7.81,81.0,,,KZ,1627692442.0,1627747956.0,,1008.0,997.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737582.0,7200.0,359792.0,Aswān,200,32.907,24.0934,314.84,311.59,314.84,314.84,1002.0,9.0,5.33,314.0,6.12,12.0,,,EG,1627701414.0,1627749147.0,,1002.0,991.0,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,2408.0,1627737582.0,43200.0,2181625.0,Te Anau,200,167.7167,-45.4167,281.12,281.12,281.12,281.12,1011.0,98.0,0.19,135.0,0.31,100.0,,,NZ,1627762053.0,1627796597.0,1.0,1011.0,985.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627737582.0,28800.0,2070998.0,Geraldton,200,114.6,-28.7667,288.38,287.47,288.22,288.38,1019.0,58.0,6.17,280.0,,75.0,1.0,9522.0,AU,1627686341.0,1627725008.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737582.0,-18000.0,4726521.0,San Patricio,200,-97.5169,28.017,300.64,303.89,298.38,302.09,1017.0,79.0,2.68,186.0,5.2,31.0,2.0,2040001.0,US,1627732329.0,1627780834.0,,1017.0,1015.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737583.0,3600.0,2427336.0,Moussoro,200,16.4901,13.6408,303.82,306.42,303.82,303.82,1011.0,56.0,5.06,223.0,5.05,98.0,,,TD,1627706304.0,1627752137.0,,1011.0,978.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737583.0,7200.0,777019.0,Vardø,200,31.1107,70.3705,283.26,282.68,283.26,283.26,998.0,90.0,7.52,121.0,8.59,100.0,1.0,1682.0,NO,1627685932.0,1627765492.0,,998.0,997.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737583.0,18000.0,1163054.0,Turbat,200,63.044,26.0023,309.28,314.06,309.28,309.28,998.0,44.0,7.21,189.0,6.24,45.0,,,PK,1627693988.0,1627742107.0,,998.0,982.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737583.0,-10800.0,3386213.0,Touros,200,-35.4608,-5.1989,300.65,301.89,300.65,300.65,1018.0,60.0,7.67,142.0,9.84,100.0,1.0,8452.0,BR,1627720289.0,1627763088.0,,1018.0,1017.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737583.0,10800.0,94298.0,Kifrī,200,44.9661,34.6959,317.26,313.62,317.26,317.26,995.0,8.0,1.39,243.0,2.54,0.0,,,IQ,1627697357.0,1627747416.0,,995.0,971.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737584.0,18000.0,1498161.0,Muzhi,200,64.6667,65.3667,289.8,288.9,289.8,289.8,1005.0,53.0,1.27,263.0,2.67,80.0,,,RU,1627684268.0,1627751049.0,,1005.0,1001.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737584.0,10800.0,543396.0,Koygorodok,200,50.9968,60.445,291.79,292.14,291.79,291.79,998.0,93.0,4.73,193.0,11.08,100.0,,,RU,1627690275.0,1627751604.0,,998.0,983.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737584.0,10800.0,551439.0,Kazanskaya,200,40.4361,45.4106,308.65,306.52,308.65,308.65,1007.0,18.0,1.51,331.0,2.18,6.0,,,RU,1627696867.0,1627750080.0,,1007.0,994.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737584.0,-18000.0,3939761.0,Hualmay,200,-77.6139,-11.0964,290.44,290.39,290.44,290.44,1015.0,83.0,3.63,170.0,3.38,65.0,,,PE,1627730876.0,1627772734.0,,1015.0,1010.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737584.0,7200.0,2510281.0,Torremolinos,200,-4.4998,36.6204,307.87,305.89,303.34,308.9,1011.0,20.0,7.2,300.0,,0.0,1.0,6420.0,ES,1627708991.0,1627759525.0,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737584.0,10800.0,737611.0,Yenişehir,200,29.6531,40.2644,310.18,309.87,306.08,310.18,1008.0,26.0,5.66,350.0,,20.0,1.0,6982.0,TR,1627700285.0,1627751838.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737389.0,19800.0,1264976.0,Leh,200,77.5833,34.1667,295.33,294.47,295.33,295.33,999.0,33.0,3.06,259.0,3.32,97.0,,,IN,1627689590.0,1627739527.0,,999.0,676.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737585.0,36000.0,2065594.0,Mount Isa,200,139.5,-20.7333,290.02,288.94,290.02,290.02,1015.0,45.0,2.06,310.0,,1.0,1.0,9495.0,AU,1627679600.0,1627719798.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737312.0,-10800.0,3451138.0,Rio Grande,200,-52.0986,-32.035,282.01,279.76,282.01,283.21,1031.0,82.0,3.99,53.0,7.71,0.0,2.0,2020865.0,BR,1627726675.0,1627764688.0,,1031.0,1030.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737585.0,-25200.0,3970558.0,San Ignacio Río Muerto,200,-110.2333,27.4167,298.44,298.77,298.44,298.44,1012.0,67.0,1.88,330.0,2.11,0.0,1.0,7104.0,MX,1627735445.0,1627783821.0,,1012.0,1010.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737585.0,7200.0,3355672.0,Lüderitz,200,15.1594,-26.6481,301.02,299.8,301.02,301.02,1020.0,20.0,3.65,259.0,3.71,0.0,,,NA,1627709985.0,1627749095.0,,1020.0,1017.0,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627737542.0,7200.0,2686469.0,Örnsköldsvik,200,18.7153,63.2909,293.68,293.56,292.05,293.68,996.0,68.0,3.6,180.0,,40.0,1.0,1768.0,SE,1627696644.0,1627760729.0,0.45,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627737585.0,32400.0,2018069.0,Peleduy,200,112.7406,59.6289,291.59,290.59,291.59,291.59,1015.0,42.0,2.72,80.0,10.01,41.0,,,RU,1627675770.0,1627736472.0,,1015.0,991.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737586.0,0.0,3372760.0,Praia da Vitória,200,-27.0667,38.7333,297.29,297.8,297.29,298.01,1031.0,78.0,3.99,346.0,4.03,40.0,1.0,6895.0,PT,1627714125.0,1627765222.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737586.0,25200.0,1215502.0,Banda Aceh,200,95.3222,5.5577,300.27,302.57,300.27,300.27,1011.0,74.0,7.03,193.0,9.39,100.0,,,ID,1627688048.0,1627732554.0,,1011.0,1010.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627737586.0,28800.0,1798760.0,Pingliang,200,106.6861,35.5392,300.93,299.93,300.93,300.93,999.0,26.0,3.02,201.0,3.9,23.0,,,CN,1627682431.0,1627732717.0,,999.0,859.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,9570.0,1627737586.0,43200.0,2123814.0,Leningradskiy,200,178.4167,69.3833,273.15,268.73,273.15,273.15,1007.0,94.0,4.2,316.0,5.88,100.0,,,RU,1627739383.0,1627814130.0,,1007.0,1006.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737586.0,-9000.0,6067472.0,Marystown,200,-55.1483,47.1666,290.57,290.82,290.57,290.57,1001.0,94.0,7.54,219.0,12.86,100.0,,,CA,1627719504.0,1627773323.0,,1001.0,999.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737586.0,3600.0,2396853.0,Omboué,200,9.2618,-1.5746,300.09,301.37,300.09,300.09,1014.0,63.0,4.97,230.0,4.03,15.0,,,GA,1627709270.0,1627752641.0,,1014.0,1013.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737587.0,-18000.0,3932145.0,Pisco,200,-76.2167,-13.7,289.18,288.85,289.18,289.83,1016.0,77.0,2.57,90.0,,90.0,1.0,8691.0,PE,1627730754.0,1627772185.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737587.0,0.0,3414079.0,Olafsvik,200,-23.7142,64.8945,286.4,286.03,286.4,286.4,1014.0,86.0,1.98,180.0,2.32,94.0,,,IS,1627705863.0,1627771876.0,,1014.0,1012.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737587.0,-36000.0,4034551.0,Faanui,200,-151.75,-16.4833,297.92,298.36,297.92,297.92,1014.0,73.0,8.64,137.0,8.19,95.0,,,PF,1627749110.0,1627790084.0,,1014.0,1014.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737587.0,18000.0,1496476.0,Nyagan,200,65.3936,62.1406,294.06,293.07,294.06,294.06,1006.0,33.0,2.46,245.0,3.56,12.0,,,RU,1627686029.0,1627748939.0,,1006.0,999.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737587.0,18000.0,1171965.0,Lodhran,200,71.6336,29.5405,313.65,318.25,313.65,313.65,994.0,32.0,4.49,102.0,3.6,9.0,,,PK,1627691553.0,1627740419.0,,994.0,981.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737587.0,3600.0,2643044.0,Margate,200,1.3862,51.3813,294.07,293.86,292.98,295.47,1009.0,63.0,4.74,263.0,6.36,94.0,2.0,2040265.0,GB,1627705035.0,1627760655.0,,1009.0,1006.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627737588.0,36000.0,2021644.0,Kraskino,200,130.7794,42.7114,297.46,298.45,297.46,297.46,1003.0,96.0,4.89,107.0,10.0,52.0,,,RU,1627675623.0,1627727960.0,,1003.0,1001.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737588.0,3600.0,2514651.0,Los Llanos de Aridane,200,-17.9182,28.6585,295.44,295.89,295.44,296.01,1018.0,83.0,8.75,20.0,,75.0,2.0,2002582.0,ES,1627713150.0,1627761807.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737588.0,10800.0,259289.0,Corinth,200,22.9573,37.9407,310.27,313.08,308.09,315.17,1004.0,36.0,1.98,102.0,3.0,0.0,2.0,2039794.0,GR,1627702221.0,1627753116.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737588.0,7200.0,605155.0,Kiruna,200,20.2251,67.8557,288.66,287.91,288.66,288.66,994.0,63.0,5.66,200.0,,90.0,1.0,1771.0,SE,1627692760.0,1627763889.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737588.0,7200.0,3084074.0,Gmina Świecie,200,18.4474,53.4095,296.57,296.06,296.26,300.32,1004.0,42.0,5.35,230.0,9.43,88.0,2.0,2005111.0,PL,1627700435.0,1627757066.0,,1004.0,1000.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737588.0,28800.0,2074865.0,Carnarvon,200,113.6333,-24.8667,288.19,287.24,288.19,288.19,1021.0,57.0,2.57,140.0,,90.0,1.0,9505.0,AU,1627686188.0,1627725625.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737588.0,-21600.0,3985710.0,Cabo San Lucas,200,-109.9124,22.8909,301.4,305.07,297.12,302.32,982.0,75.0,3.45,320.0,3.58,93.0,2.0,2004005.0,MX,1627735818.0,1627783295.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737589.0,3600.0,2264557.0,Ponta do Sol,200,-17.1,32.6667,299.67,299.67,298.5,300.77,1023.0,67.0,1.96,22.0,3.36,0.0,2.0,2008291.0,PT,1627712505.0,1627762059.0,,1023.0,1023.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737589.0,0.0,2381334.0,Atar,200,-13.0499,20.5169,316.06,314.05,316.06,316.06,1009.0,13.0,8.1,177.0,6.89,5.0,,,MR,1627712787.0,1627759833.0,,1009.0,985.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737589.0,-14400.0,3385670.0,Urucará,200,-57.76,-2.5364,302.65,303.21,302.65,302.65,1017.0,48.0,1.27,216.0,1.76,19.0,,,BR,1627725430.0,1627768650.0,,1017.0,1015.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737589.0,18000.0,1486321.0,Yar-Sale,200,70.8333,66.8333,286.89,286.1,286.89,286.89,1004.0,68.0,5.07,279.0,6.39,88.0,,,RU,1627681595.0,1627750762.0,,1004.0,1004.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737398.0,10800.0,108410.0,Riyadh,200,46.7219,24.6877,317.23,313.59,317.23,317.23,998.0,8.0,2.84,120.0,4.22,1.0,1.0,7424.0,SA,1627698039.0,1627745891.0,,998.0,934.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737589.0,28800.0,6620339.0,Karratha,200,116.8463,-20.7377,294.52,293.78,294.52,294.52,1016.0,41.0,4.9,196.0,8.74,1.0,,,AU,1627685036.0,1627725236.0,,1016.0,1014.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737590.0,18000.0,1502073.0,Krasnosel'kup,200,82.4667,65.7,288.17,287.48,288.17,288.17,1008.0,67.0,3.79,210.0,6.64,100.0,,,RU,1627679737.0,1627747036.0,,1008.0,1007.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737311.0,28800.0,1529626.0,Baijiantan,200,85.1833,45.6333,304.13,302.12,304.13,304.13,1009.0,17.0,2.44,98.0,3.05,31.0,,,CN,1627686079.0,1627739390.0,,1009.0,979.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737590.0,3600.0,2236967.0,Soyo,200,12.3689,-6.1349,298.27,298.64,298.27,298.27,1013.0,69.0,4.48,250.0,4.37,1.0,,,AO,1627708885.0,1627751534.0,,1013.0,1012.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737590.0,25200.0,1488903.0,Turukhansk,200,87.9833,65.8167,289.63,288.69,289.63,289.63,1010.0,52.0,5.93,226.0,9.17,1.0,,,RU,1627678320.0,1627745805.0,,1010.0,1005.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737590.0,0.0,3416888.0,Grindavik,200,-22.4338,63.8424,286.1,285.75,285.12,287.35,1014.0,88.0,5.66,210.0,,75.0,1.0,90.0,IS,1627706222.0,1627770902.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737590.0,32400.0,2018735.0,Nyurba,200,118.3319,63.2842,291.1,290.31,291.1,291.1,1018.0,52.0,1.06,129.0,1.12,7.0,,,RU,1627672690.0,1627736868.0,,1018.0,1005.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737591.0,-7200.0,3418910.0,Upernavik,200,-56.1549,72.7868,278.58,274.96,278.58,278.58,1011.0,79.0,5.13,3.0,5.35,100.0,,,GL,0.0,0.0,,1011.0,1011.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627737591.0,39600.0,2139521.0,Noumea,200,166.4572,-22.2763,294.26,295.01,289.14,294.26,1016.0,99.0,6.44,198.0,8.04,15.0,2.0,2018998.0,NC,1627759643.0,1627799611.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737591.0,10800.0,866062.0,Iskateley,200,53.1512,67.6803,290.74,289.86,290.74,290.74,1000.0,50.0,4.32,117.0,5.48,100.0,,,RU,1627685020.0,1627755824.0,,1000.0,999.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737591.0,10800.0,1090225.0,Koungou,200,45.2042,-12.7336,299.99,301.1,299.99,299.99,1018.0,61.0,6.69,150.0,,0.0,1.0,2131.0,YT,1627701539.0,1627743119.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737591.0,3600.0,2447513.0,Arlit,200,7.3853,18.7369,311.7,311.31,311.7,311.7,1009.0,23.0,2.6,229.0,2.16,9.0,,,NE,1627708044.0,1627754767.0,,1009.0,964.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737591.0,-3600.0,3374235.0,Sal Rei,200,-22.9167,16.1833,301.26,302.88,298.46,301.26,1016.0,61.0,4.63,20.0,,75.0,1.0,2459.0,CV,1627715544.0,1627761811.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737591.0,-7200.0,3420768.0,Qasigiannguit,200,-51.1922,68.8193,287.29,286.14,287.29,287.29,1010.0,53.0,1.26,186.0,2.08,5.0,1.0,165.0,GL,1627708783.0,1627782145.0,,1010.0,1009.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737592.0,34200.0,2156643.0,Mount Gambier,200,140.7667,-37.8333,280.43,278.66,280.43,280.43,1006.0,86.0,2.62,277.0,6.68,100.0,,,AU,1627681095.0,1627717695.0,,1006.0,997.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737592.0,28800.0,1803331.0,Linxia Chengguanzhen,200,103.2064,35.6003,295.36,294.55,295.36,295.36,1002.0,35.0,3.19,176.0,3.39,0.0,,,CN,1627683259.0,1627733560.0,,1002.0,809.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737592.0,0.0,3372964.0,Lagoa,200,-27.9833,39.05,294.49,294.74,294.49,294.49,1031.0,79.0,3.23,316.0,3.48,27.0,,,PT,1627714301.0,1627765487.0,,1031.0,1022.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737592.0,18000.0,1337607.0,Kudahuvadhoo,200,72.8944,2.6708,301.7,304.92,301.7,301.7,1012.0,70.0,2.18,270.0,2.41,80.0,,,MV,1627693662.0,1627737706.0,,1012.0,1011.0,
"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",stations,10000.0,1627737592.0,28800.0,1805857.0,Jieshi,200,115.8257,22.8134,301.45,306.54,301.45,301.45,1000.0,83.0,6.82,230.0,9.95,96.0,2.0,2000938.0,CN,1627681632.0,1627729129.0,4.21,1000.0,999.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627737592.0,32400.0,1623197.0,Tual,200,132.75,-5.6667,300.67,304.08,300.67,300.67,1012.0,80.0,7.04,137.0,7.39,43.0,,,ID,1627679959.0,1627722678.0,,1012.0,1012.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737593.0,-18000.0,3533462.0,Acapulco de Juárez,200,-99.8901,16.8634,300.05,303.5,300.05,300.05,1012.0,89.0,2.57,340.0,,75.0,1.0,7103.0,MX,1627733962.0,1627780340.0,,,,
