weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,wind.gust,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,rain.1h,main.sea_level,main.grnd_level,message
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737593.0,10800.0,154666.0,Masoko,200,33.75,-9.3333,296.84,296.54,296.84,296.84,1020.0,49.0,3.62,145.0,4.35,31.0,,,TZ,1627704010.0,1627746146.0,,1020.0,921.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627737593.0,32400.0,2017215.0,Sangar,200,127.4739,63.9242,289.0,288.34,289.0,289.0,1015.0,65.0,0.94,250.0,1.1,51.0,,,RU,1627670116.0,1627735054.0,,1015.0,1006.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737593.0,10800.0,477958.0,Ust'-Shonosha,200,41.343,61.1531,287.94,287.9,287.94,287.94,998.0,93.0,2.2,234.0,8.08,100.0,,,RU,1627692283.0,1627754229.0,,998.0,986.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1356.0,1627737593.0,43200.0,2180815.0,Tuatapere,200,167.6833,-46.1333,281.38,281.38,281.38,281.38,1011.0,98.0,0.16,339.0,0.87,100.0,2.0,2008959.0,NZ,1627762178.0,1627796487.0,,1011.0,1008.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737530.0,-25200.0,5364271.0,Laguna,200,-121.4238,38.421,290.86,290.64,285.61,299.06,1013.0,75.0,1.79,213.0,5.36,1.0,2.0,2034215.0,US,1627736828.0,1627787810.0,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737594.0,-14400.0,3573374.0,The Valley,200,-63.0578,18.217,302.39,308.34,302.23,303.07,1020.0,79.0,7.72,90.0,,20.0,1.0,8788.0,AI,1627725001.0,1627771622.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737594.0,7200.0,3220841.0,Trostberg,200,12.5582,48.0279,296.71,296.58,294.79,297.05,1009.0,56.0,2.64,287.0,3.53,83.0,2.0,2012365.0,DE,1627703072.0,1627757256.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737594.0,10800.0,692410.0,Strogonovka,200,34.1973,44.9431,302.65,302.38,302.65,302.65,1010.0,41.0,0.51,4.0,3.48,93.0,,,UA,1627698448.0,1627751494.0,,1010.0,975.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,8570.0,1627737594.0,20700.0,1283285.0,Jumla,200,82.1838,29.2747,292.56,293.01,292.56,292.56,1006.0,94.0,1.5,223.0,1.69,75.0,,,NP,1627689049.0,1627737860.0,,1006.0,770.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737595.0,-14400.0,4589446.0,North Myrtle Beach,200,-78.68,33.816,302.81,309.81,301.05,304.45,1013.0,86.0,2.06,290.0,,1.0,2.0,2006520.0,US,1627727155.0,1627776966.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737595.0,0.0,2455290.0,Kidal,200,1.4078,18.4411,312.76,312.27,312.76,312.76,1008.0,21.0,3.42,268.0,3.48,47.0,,,ML,1627709505.0,1627756175.0,,1008.0,959.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627737365.0,43200.0,2206854.0,Gisborne,200,178.0042,-38.6533,280.9,280.9,280.9,280.9,1013.0,86.0,0.83,267.0,1.2,50.0,2.0,2011018.0,NZ,1627758613.0,1627795098.0,,1013.0,1012.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737595.0,7200.0,3354077.0,Opuwo,200,13.84,-18.0607,299.61,299.61,299.61,299.61,1017.0,15.0,7.56,63.0,8.17,0.0,,,NA,1627709514.0,1627750199.0,,1017.0,894.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737595.0,-28800.0,5866063.0,Kenai,200,-151.2583,60.5544,284.42,283.98,284.18,284.87,1021.0,91.0,0.0,0.0,,90.0,1.0,7680.0,US,1627738851.0,1627800107.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737595.0,0.0,2297810.0,Mumford,200,-0.759,5.2618,299.34,299.34,299.34,299.34,1015.0,75.0,5.59,204.0,6.14,73.0,,,GH,1627711133.0,1627755588.0,,1015.0,1012.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737595.0,0.0,2295672.0,Saltpond,200,-1.0606,5.2091,300.25,302.26,300.25,300.25,1015.0,71.0,5.68,194.0,5.8,83.0,,,GH,1627711209.0,1627755656.0,,1015.0,1013.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737596.0,14400.0,933995.0,Souillac,200,57.5167,-20.5167,296.36,296.41,296.13,296.36,1025.0,64.0,4.63,120.0,,40.0,1.0,2061.0,MU,1627699251.0,1627739498.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737596.0,-10800.0,3388456.0,São José da Coroa Grande,200,-35.1478,-8.8978,299.21,299.21,299.21,299.21,1020.0,77.0,7.21,146.0,9.42,2.0,,,BR,1627720508.0,1627762718.0,,1020.0,1019.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737596.0,-14400.0,3577955.0,Biabou,200,-61.1333,13.2,302.2,307.81,302.2,302.2,1017.0,79.0,7.44,84.0,9.94,18.0,1.0,8798.0,VC,1627724974.0,1627770726.0,,1017.0,1017.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737596.0,-14400.0,5117949.0,Freeport,200,-73.5832,40.6576,292.74,292.35,290.25,294.58,1016.0,61.0,0.89,298.0,3.58,1.0,2.0,2020193.0,US,1627725020.0,1627776655.0,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627737596.0,28800.0,1805753.0,Jinan,200,116.9972,36.6683,303.72,309.89,303.72,303.72,996.0,71.0,6.05,196.0,12.96,0.0,,,CN,1627679809.0,1627730390.0,0.15,996.0,992.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737596.0,-21600.0,3591618.0,Pasaco,200,-90.2064,13.9772,299.71,299.71,297.36,299.71,1013.0,78.0,2.72,44.0,3.88,5.0,1.0,7209.0,GT,1627731887.0,1627777767.0,,1013.0,998.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627737597.0,28800.0,1635882.0,Mataram,200,116.1167,-8.5833,298.6,299.32,298.6,298.6,1014.0,81.0,4.76,136.0,8.12,67.0,1.0,9337.0,ID,1627684185.0,1627726437.0,,1014.0,1011.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627737597.0,32400.0,2013375.0,Vitim,200,112.5578,59.4511,291.92,290.95,291.92,291.92,1014.0,42.0,2.84,80.0,9.4,78.0,,,RU,1627675885.0,1627736445.0,,1014.0,991.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737354.0,7200.0,212730.0,Kisangani,200,25.2,0.5167,309.18,309.11,309.18,309.18,1007.0,29.0,0.73,247.0,2.26,100.0,,,CD,1627705280.0,1627748981.0,,1007.0,964.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737597.0,-18000.0,3936456.0,Lima,200,-77.0282,-12.0432,288.52,288.38,287.67,288.65,1000.0,87.0,1.03,0.0,,90.0,2.0,2037860.0,PE,1627730813.0,1627772516.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737597.0,32400.0,1842966.0,Gijang,200,129.2139,35.2442,302.0,308.78,302.0,302.0,1000.0,86.0,2.35,244.0,2.63,100.0,1.0,8086.0,KR,1627677059.0,1627727276.0,,1000.0,997.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737597.0,7200.0,89113.0,Ajdabiya,200,20.2263,30.7554,308.54,308.62,308.54,308.54,1010.0,31.0,11.06,319.0,12.33,0.0,,,LY,1627703762.0,1627752886.0,,1010.0,1010.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737598.0,-7200.0,3423146.0,Ilulissat,200,-51.1,69.2167,287.16,285.69,287.16,287.16,1010.0,41.0,2.57,300.0,,1.0,1.0,165.0,GL,1627708178.0,1627782705.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737598.0,25200.0,1625908.0,Sungai Raya,200,108.9,0.7,300.38,303.52,300.38,300.38,1010.0,81.0,3.3,206.0,4.23,3.0,,,ID,1627685177.0,1627728908.0,,1010.0,1010.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737598.0,-21600.0,3610813.0,El Pino,200,-86.9333,15.7,299.08,299.9,298.97,299.44,1014.0,83.0,1.54,170.0,,20.0,1.0,7093.0,HN,1627730953.0,1627777130.0,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737598.0,-21600.0,5983607.0,Inuvik,200,-133.7218,68.3499,287.64,287.08,286.57,288.63,1013.0,74.0,1.03,130.0,,40.0,1.0,1029.0,CA,1627729275.0,1627801266.0,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737598.0,18000.0,1220798.0,Panjakent,200,67.6093,39.4952,303.04,301.37,303.04,303.04,1005.0,22.0,3.45,334.0,3.0,11.0,1.0,9013.0,TJ,1627691281.0,1627742623.0,,1005.0,900.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737599.0,3600.0,2477537.0,Tazmalt,200,4.3989,36.3868,315.88,313.19,315.88,315.88,1009.0,11.0,4.8,232.0,10.09,73.0,,,DZ,1627706884.0,1627757360.0,,1009.0,976.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737599.0,10800.0,527429.0,Meshcherino,200,38.36,55.1957,299.68,299.68,297.33,300.11,1006.0,39.0,7.19,271.0,10.45,4.0,1.0,9021.0,RU,1627695158.0,1627752786.0,,1006.0,991.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737599.0,32400.0,1879613.0,Anju,200,125.6647,39.6178,297.19,298.05,297.19,297.19,1000.0,92.0,2.35,143.0,3.64,100.0,,,KP,1627677322.0,1627728717.0,,1000.0,996.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737599.0,7200.0,988698.0,Knysna,200,23.0471,-34.0363,293.36,292.32,293.36,293.36,1023.0,34.0,1.38,189.0,1.5,31.0,1.0,1918.0,ZA,1627708873.0,1627746421.0,,1023.0,1022.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737599.0,-18000.0,6165406.0,Thompson,200,-97.8558,55.7435,286.24,285.46,286.24,286.24,1022.0,71.0,2.06,320.0,,20.0,1.0,935.0,CA,1627727729.0,1627785596.0,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627737599.0,7200.0,485660.0,Tsimmerbude,200,20.1347,54.675,297.18,296.94,297.18,297.18,1003.0,50.0,5.46,197.0,8.94,27.0,1.0,8934.0,RU,1627699687.0,1627757005.0,0.32,1003.0,1003.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737599.0,7200.0,1028434.0,Quelimane,200,36.8883,-17.8786,298.12,298.27,298.12,298.12,1026.0,61.0,4.63,150.0,,40.0,1.0,2208.0,MZ,1627703968.0,1627744682.0,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627737600.0,28800.0,1701054.0,Marawi,200,124.2928,7.9986,296.29,297.11,296.29,296.29,1013.0,94.0,0.7,101.0,0.77,98.0,2.0,2007154.0,PH,1627680897.0,1627725800.0,0.24,1013.0,933.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737600.0,7200.0,3115824.0,Muros,200,-9.0603,42.7762,294.43,293.84,293.07,294.95,1020.0,47.0,7.06,300.0,7.55,29.0,2.0,2000018.0,ES,1627709199.0,1627761506.0,,1020.0,1018.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737352.0,3600.0,218680.0,Boende,200,20.8667,-0.2167,307.97,307.99,307.97,307.97,1009.0,32.0,1.22,317.0,2.39,100.0,,,CD,1627706377.0,1627749963.0,,1009.0,971.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737600.0,10800.0,708753.0,Hlobyne,200,33.2596,49.3878,303.66,302.86,303.66,303.66,1010.0,35.0,4.28,244.0,3.75,55.0,,,UA,1627697821.0,1627752571.0,,1010.0,999.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737600.0,28800.0,2063042.0,Port Hedland,200,118.5667,-20.3167,292.18,292.15,292.18,292.18,1015.0,77.0,3.6,250.0,,5.0,1.0,9585.0,AU,1627684585.0,1627724860.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737601.0,0.0,2450173.0,Taoudenni,200,-3.9836,22.6783,317.96,315.49,317.96,317.96,1007.0,11.0,4.07,285.0,3.54,4.0,,,ML,1627710408.0,1627757860.0,,1007.0,992.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737601.0,14400.0,934479.0,Grand Gaube,200,57.6608,-20.0064,296.14,296.19,296.14,296.37,1025.0,65.0,4.02,125.0,7.15,7.0,2.0,2002134.0,MU,1627699171.0,1627739509.0,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737601.0,14400.0,616231.0,Shenavan,200,43.9288,40.0549,305.47,304.46,304.88,305.47,1008.0,31.0,3.6,120.0,,20.0,1.0,7007.0,AM,1627696887.0,1627748383.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627737601.0,43200.0,2206874.0,Waipawa,200,175.5153,-41.4122,279.36,278.11,277.56,279.5,1014.0,94.0,1.82,22.0,2.72,40.0,2.0,2033918.0,NZ,1627759580.0,1627795326.0,,1014.0,983.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737602.0,32400.0,2021041.0,Kyra,200,111.9753,49.5776,286.83,286.0,286.83,286.83,1010.0,67.0,1.48,321.0,1.52,1.0,,,RU,1627678871.0,1627733739.0,,1010.0,908.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627737602.0,19800.0,1267648.0,Karur,200,78.0833,10.95,304.63,305.96,304.63,304.63,1008.0,47.0,9.14,257.0,11.07,47.0,,,IN,1627691745.0,1627737132.0,,1008.0,994.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737602.0,-10800.0,3460942.0,Itacarambi,200,-44.0919,-15.1022,296.62,296.41,296.62,296.62,1024.0,53.0,4.01,107.0,5.48,95.0,,,BR,1627723162.0,1627764357.0,,1024.0,973.0,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627737602.0,39600.0,2126199.0,Cherskiy,200,161.3,68.75,279.08,274.53,279.08,279.08,1001.0,85.0,8.01,149.0,12.7,100.0,,,RU,1627744428.0,1627817301.0,0.13,1001.0,1001.0,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627737602.0,36000.0,2094342.0,Kavieng,200,150.7967,-2.5744,300.55,303.57,300.55,300.55,1011.0,78.0,3.51,114.0,3.86,7.0,,,PG,1627675382.0,1627718593.0,0.77,1011.0,1010.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737603.0,-14400.0,3576994.0,Cockburn Town,200,-71.1419,21.4612,302.13,305.83,302.13,302.13,1019.0,70.0,6.17,100.0,,40.0,1.0,7041.0,TC,1627726645.0,1627773858.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737603.0,14400.0,286987.0,Nizwá,200,57.5333,22.9333,312.02,312.72,312.02,312.02,1001.0,26.0,1.75,256.0,2.17,55.0,,,OM,1627695615.0,1627743126.0,,1001.0,947.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737603.0,-7200.0,3421982.0,Maniitsoq,200,-52.9,65.4167,280.48,276.62,280.48,280.48,1014.0,84.0,7.13,153.0,10.23,9.0,,,GL,1627712519.0,1627779228.0,,1014.0,1010.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737330.0,10800.0,737021.0,Zonguldak,200,31.8333,41.25,299.62,299.62,299.62,299.62,1010.0,27.0,3.97,8.0,4.35,0.0,1.0,6965.0,TR,1627699615.0,1627751462.0,,1010.0,949.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737603.0,14400.0,517172.0,Novyye Burasy,200,46.0714,52.1324,301.56,301.6,301.56,301.56,1008.0,45.0,4.79,263.0,7.52,100.0,,,RU,1627694120.0,1627750122.0,,1008.0,983.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737604.0,-10800.0,6111867.0,Port Hawkesbury,200,-61.3485,45.6169,292.0,291.82,289.09,292.66,1002.0,72.0,3.58,256.0,8.49,20.0,2.0,2004957.0,CA,1627721278.0,1627774524.0,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737604.0,0.0,2629833.0,Husavik,200,-17.3389,66.0449,289.1,288.13,289.1,289.1,1014.0,53.0,2.69,30.0,1.94,1.0,1.0,83.0,IS,1627703486.0,1627771192.0,,1014.0,1013.0,
"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",stations,5000.0,1627737604.0,-14400.0,3893629.0,Coquimbo,200,-71.3436,-29.9533,280.0,278.19,280.0,280.0,1019.0,100.0,2.57,80.0,,90.0,1.0,8514.0,CL,1627731070.0,1627769530.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737604.0,32400.0,1835848.0,Seoul,200,126.9778,37.5683,300.53,303.52,299.84,301.81,1000.0,78.0,1.54,270.0,,0.0,1.0,8105.0,KR,1627677292.0,1627728116.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737604.0,7200.0,2619537.0,Hvide Sande,200,8.1294,56.0045,292.88,292.81,290.47,293.18,998.0,73.0,7.2,290.0,,75.0,1.0,1590.0,DK,1627702181.0,1627760273.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737605.0,-10800.0,6322927.0,Pontal do Paraná,200,-48.5128,-25.6533,287.09,286.16,286.09,289.38,1032.0,62.0,0.52,75.0,1.0,100.0,2.0,2019884.0,BR,1627725164.0,1627764478.0,,1032.0,1030.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737605.0,7200.0,86049.0,Jalu,200,21.5482,29.0331,314.93,311.67,314.93,314.93,1008.0,9.0,6.7,10.0,7.94,0.0,,,LY,1627703634.0,1627752379.0,,1008.0,1003.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737605.0,25200.0,1509844.0,Boguchany,200,97.4531,58.3814,292.43,292.08,292.43,292.43,1015.0,64.0,1.11,187.0,1.37,100.0,,,RU,1627679921.0,1627739659.0,,1015.0,1000.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737338.0,-10800.0,7647007.0,Bariloche,200,-71.3082,-41.1456,271.01,268.89,271.01,271.01,1030.0,80.0,1.54,140.0,,0.0,1.0,8315.0,AR,1627732400.0,1627768183.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737399.0,7200.0,2986732.0,Ploemeur,200,-3.4333,47.7333,291.59,291.37,291.2,292.01,1014.0,72.0,6.17,270.0,,90.0,1.0,6560.0,FR,1627706972.0,1627761032.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737605.0,-14400.0,3921141.0,Charagua,200,-63.2167,-19.8,288.05,286.2,288.05,288.05,1021.0,23.0,1.61,45.0,3.95,99.0,,,BO,1627728154.0,1627768545.0,,1021.0,926.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737606.0,10800.0,64814.0,Bandarbeyla,200,50.8122,9.4942,302.74,303.9,302.74,302.74,1008.0,52.0,13.15,196.0,16.77,100.0,,,SO,1627698412.0,1627743555.0,,1008.0,1006.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737606.0,18000.0,1176048.0,Jati,200,68.2671,24.3539,304.07,308.58,304.07,304.07,999.0,63.0,11.34,255.0,12.62,83.0,,,PK,1627692899.0,1627740689.0,,999.0,998.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737606.0,43200.0,2181997.0,Takaka,200,172.8,-40.85,284.01,283.19,282.02,284.02,1013.0,78.0,1.81,231.0,1.66,100.0,2.0,2002166.0,NZ,1627760153.0,1627796056.0,,1013.0,1012.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737606.0,25200.0,1516048.0,Khovd,200,91.6419,48.0056,289.06,288.38,289.06,289.06,1012.0,64.0,2.61,68.0,3.53,100.0,,,MN,1627684080.0,1627738289.0,,1012.0,861.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737606.0,-14400.0,3664980.0,Boa Vista,200,-60.6733,2.8197,298.14,298.99,298.14,298.14,1018.0,88.0,3.6,230.0,,75.0,1.0,8340.0,BR,1627725707.0,1627769772.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737607.0,7200.0,899825.0,Petauke,200,31.3253,-14.2426,295.77,295.13,295.77,295.77,1021.0,40.0,5.45,125.0,6.3,35.0,,,ZM,1627704994.0,1627746326.0,,1021.0,909.0,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627737607.0,10800.0,1060007.0,Marolambo,200,48.1167,-20.05,291.01,291.04,291.01,291.01,1026.0,84.0,1.69,135.0,4.59,99.0,,,MG,1627701464.0,1627741796.0,0.18,1026.0,976.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627737607.0,32400.0,1651810.0,Airai,200,125.4092,-8.9266,288.44,288.45,288.44,288.44,1016.0,93.0,1.1,116.0,1.67,44.0,,,TL,1627681983.0,1627724179.0,,1016.0,860.0,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627737332.0,28800.0,1803300.0,Liuzhou,200,109.3892,24.3126,301.96,307.78,301.96,301.96,999.0,82.0,2.32,225.0,3.19,100.0,,,CN,1627683031.0,1627730820.0,1.0,999.0,989.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737607.0,10800.0,187896.0,Mandera,200,41.867,3.9366,306.15,304.88,306.15,306.15,1012.0,28.0,9.61,206.0,10.78,100.0,,,KE,1627701008.0,1627745253.0,,1012.0,987.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737607.0,28800.0,1809263.0,Guozhen,200,107.359,34.3659,303.98,303.33,303.98,303.98,997.0,36.0,2.15,185.0,3.91,0.0,,,CN,1627682416.0,1627732409.0,,997.0,938.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737607.0,7200.0,2219235.0,Ubari,200,12.7805,26.5921,311.52,308.47,311.52,311.52,1011.0,9.0,4.38,67.0,4.37,0.0,,,LY,1627705996.0,1627754226.0,,1011.0,961.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627737608.0,-36000.0,5847411.0,Kahului,200,-156.47,20.8947,295.83,296.4,295.2,296.74,1016.0,86.0,5.66,70.0,11.83,40.0,1.0,7879.0,US,1627747182.0,1627794277.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737368.0,43200.0,2194098.0,Ahipara,200,173.1667,-35.1667,286.3,285.86,286.3,286.3,1009.0,84.0,3.88,132.0,9.6,98.0,,,NZ,1627759346.0,1627796687.0,,1009.0,1007.0,
